,0,1
167,2,61
168,2,62
169,2,63
170,2,64
171,2,65
172,2,66
173,2,67
174,2,68
175,2,69
176,2,70
177,2,71
178,2,72
179,2,73
180,2,74
181,2,75
182,2,76
183,2,77
184,2,78
185,2,79
186,2,80
187,2,81
188,2,82
189,2,83
190,2,84
191,2,85
192,2,86
193,2,87
194,2,88
195,2,89
196,2,90
197,2,91
198,2,92
199,2,93
200,2,94
201,2,95
202,2,96
203,2,97
204,2,98
205,2,99
206,2,100
207,3,26
208,3,27
209,3,28
210,3,29
211,3,30
212,3,31
213,3,32
214,3,33
215,3,34
216,3,35
217,3,36
218,3,37
219,3,38
220,3,39
221,3,40
222,3,41
223,3,42
224,3,43
225,3,44
226,3,45
227,3,46
228,3,47
229,3,48
230,3,49
231,3,50
232,3,51
233,3,52
234,3,53
235,3,54
236,3,55
237,3,56
238,3,57
239,3,58
240,3,59
241,3,60
242,3,61
243,3,62
244,3,63
245,3,64
246,3,65
247,3,66
248,3,67
249,3,68
250,3,69
251,3,70
252,3,71
253,3,72
254,3,73
255,3,74
256,3,75
257,3,76
258,3,77
259,3,78
260,3,79
261,3,80
262,3,81
263,3,82
264,3,83
265,3,84
266,3,85
267,3,86
268,3,87
269,3,88
270,3,89
271,3,90
272,3,91
273,3,92
274,3,93
275,3,94
276,3,95
277,3,96
278,3,97
279,3,98
280,3,99
281,3,100
282,3,101
283,3,102
284,4,25
285,4,26
286,4,27
287,4,28
288,4,29
289,4,30
290,4,31
291,4,32
292,4,33
293,4,34
294,4,35
295,4,36
296,4,37
297,4,38
298,4,39
299,4,40
300,4,41
301,4,42
302,4,43
303,4,44
304,4,45
305,4,46
306,4,47
307,4,48
308,4,49
309,4,50
310,4,51
311,4,52
312,4,53
313,4,54
314,4,55
315,4,56
316,4,57
317,4,58
318,4,59
319,4,60
320,4,61
321,4,62
322,4,63
323,4,64
324,4,65
325,4,66
326,4,67
327,4,68
328,4,69
329,4,70
330,4,71
331,4,72
332,4,73
333,4,74
334,4,75
335,4,76
336,4,77
337,4,78
338,4,79
339,4,80
340,4,81
341,4,82
342,4,83
343,4,84
344,4,85
345,4,86
346,4,87
347,4,88
348,4,89
349,4,90
350,4,91
351,4,92
352,4,93
353,4,94
354,4,95
355,4,96
356,4,97
357,4,98
358,4,99
359,4,100
360,4,101
361,4,102
362,4,103
363,5,23
364,5,24
365,5,25
366,5,26
367,5,27
368,5,28
369,5,29
370,5,30
371,5,31
372,5,32
373,5,33
374,5,34
375,5,35
376,5,36
377,5,37
378,5,38
379,5,39
380,5,40
381,5,41
382,5,42
383,5,43
384,5,44
385,5,45
386,5,46
387,5,47
388,5,48
389,5,49
390,5,50
391,5,51
392,5,52
393,5,53
394,5,54
395,5,55
396,5,56
397,5,57
398,5,58
399,5,59
400,5,60
401,5,61
402,5,62
403,5,63
404,5,64
405,5,65
406,5,66
407,5,67
408,5,68
409,5,69
410,5,70
411,5,71
412,5,72
413,5,73
414,5,74
415,5,75
416,5,76
417,5,77
418,5,78
419,5,79
420,5,80
421,5,81
422,5,82
423,5,83
424,5,84
425,5,85
426,5,86
427,5,87
428,5,88
429,5,89
430,5,90
431,5,91
432,5,92
433,5,93
434,5,94
435,5,95
436,5,96
437,5,97
438,5,98
439,5,99
440,5,100
441,5,101
442,5,102
443,5,103
444,5,104
445,5,105
446,6,22
447,6,23
448,6,24
449,6,25
450,6,26
451,6,27
452,6,28
453,6,29
454,6,30
455,6,31
456,6,32
457,6,33
458,6,34
459,6,35
460,6,36
461,6,37
462,6,38
463,6,39
464,6,40
465,6,41
466,6,42
467,6,43
468,6,44
469,6,45
470,6,46
471,6,47
472,6,48
473,6,49
474,6,50
475,6,51
476,6,52
477,6,53
478,6,54
479,6,55
480,6,56
481,6,57
482,6,58
483,6,59
484,6,60
485,6,61
486,6,62
487,6,63
488,6,64
489,6,65
490,6,66
491,6,67
492,6,68
493,6,69
494,6,70
495,6,71
496,6,72
497,6,73
498,6,74
499,6,75
500,6,76
501,6,77
502,6,78
503,6,79
504,6,80
505,6,81
506,6,82
507,6,83
508,6,84
509,6,85
510,6,86
511,6,87
512,6,88
513,6,89
514,6,90
515,6,91
516,6,92
517,6,93
518,6,94
519,6,95
520,6,96
521,6,97
522,6,98
523,6,99
524,6,100
525,6,101
526,6,102
527,6,103
528,6,104
529,6,105
530,6,106
531,7,21
532,7,22
533,7,23
534,7,24
535,7,25
536,7,26
537,7,27
538,7,28
539,7,29
540,7,30
541,7,31
542,7,32
543,7,33
544,7,34
545,7,35
546,7,36
547,7,37
548,7,38
549,7,39
550,7,40
551,7,41
552,7,42
553,7,43
554,7,44
555,7,45
556,7,46
557,7,47
558,7,48
559,7,49
560,7,50
561,7,51
562,7,52
563,7,53
564,7,54
565,7,55
566,7,56
567,7,57
568,7,58
569,7,59
570,7,60
571,7,61
572,7,62
573,7,63
574,7,64
575,7,65
576,7,66
577,7,67
578,7,68
579,7,69
580,7,70
581,7,71
582,7,72
583,7,73
584,7,74
585,7,75
586,7,76
587,7,77
588,7,78
589,7,79
590,7,80
591,7,81
592,7,82
593,7,83
594,7,84
595,7,85
596,7,86
597,7,87
598,7,88
599,7,89
600,7,90
601,7,91
602,7,92
603,7,93
604,7,94
605,7,95
606,7,96
607,7,97
608,7,98
609,7,99
610,7,100
611,7,101
612,7,102
613,7,103
614,7,104
615,7,105
616,7,106
617,7,107
618,8,19
619,8,20
620,8,21
621,8,22
622,8,23
623,8,24
624,8,25
625,8,26
626,8,27
627,8,28
628,8,29
629,8,30
630,8,31
631,8,32
632,8,33
633,8,34
634,8,35
635,8,36
636,8,37
637,8,38
638,8,39
639,8,40
640,8,41
641,8,42
642,8,43
643,8,44
644,8,45
645,8,46
646,8,47
647,8,48
648,8,49
649,8,50
650,8,51
651,8,52
652,8,53
653,8,54
654,8,55
655,8,56
656,8,57
657,8,58
658,8,59
659,8,60
660,8,61
661,8,62
662,8,63
663,8,64
664,8,65
665,8,66
666,8,67
667,8,68
668,8,69
669,8,70
670,8,71
671,8,72
672,8,73
673,8,74
674,8,75
675,8,76
676,8,77
677,8,78
678,8,79
679,8,80
680,8,81
681,8,82
682,8,83
683,8,84
684,8,85
685,8,86
686,8,87
687,8,88
688,8,89
689,8,90
690,8,91
691,8,92
692,8,93
693,8,94
694,8,95
695,8,96
696,8,97
697,8,98
698,8,99
699,8,100
700,8,101
701,8,102
702,8,103
703,8,104
704,8,105
705,8,106
706,8,107
707,8,108
708,8,109
709,9,18
710,9,19
711,9,20
712,9,21
713,9,22
714,9,23
715,9,24
716,9,25
717,9,26
718,9,27
719,9,28
720,9,29
721,9,30
722,9,31
723,9,32
724,9,33
725,9,34
726,9,35
727,9,36
728,9,37
729,9,38
730,9,39
731,9,40
732,9,41
733,9,42
734,9,43
735,9,44
736,9,45
737,9,46
738,9,47
739,9,48
740,9,49
741,9,50
742,9,51
743,9,52
744,9,53
745,9,54
746,9,55
747,9,56
748,9,57
749,9,58
750,9,59
751,9,60
752,9,61
753,9,62
754,9,63
755,9,64
756,9,65
757,9,66
758,9,67
759,9,68
760,9,69
761,9,70
762,9,71
763,9,72
764,9,73
765,9,74
766,9,75
767,9,76
768,9,77
769,9,78
770,9,79
771,9,80
772,9,81
773,9,82
774,9,83
775,9,84
776,9,85
777,9,86
778,9,87
779,9,88
780,9,89
781,9,90
782,9,91
783,9,92
784,9,93
785,9,94
786,9,95
787,9,96
788,9,97
789,9,98
790,9,99
791,9,100
792,9,101
793,9,102
794,9,103
795,9,104
796,9,105
797,9,106
798,9,107
799,9,108
800,9,109
801,9,110
802,10,17
803,10,18
804,10,19
805,10,20
806,10,21
807,10,22
808,10,23
809,10,24
810,10,25
811,10,26
812,10,27
813,10,28
814,10,29
815,10,30
816,10,31
817,10,32
818,10,33
819,10,34
820,10,35
821,10,36
822,10,37
823,10,38
824,10,39
825,10,40
826,10,41
827,10,42
828,10,43
829,10,44
830,10,45
831,10,46
832,10,47
833,10,48
834,10,49
835,10,50
836,10,51
837,10,52
838,10,53
839,10,54
840,10,55
841,10,56
842,10,57
843,10,58
844,10,59
845,10,60
846,10,61
847,10,62
848,10,63
849,10,64
850,10,65
851,10,66
852,10,67
853,10,68
854,10,69
855,10,70
856,10,71
857,10,72
858,10,73
859,10,74
860,10,75
861,10,76
862,10,77
863,10,78
864,10,79
865,10,80
866,10,81
867,10,82
868,10,83
869,10,84
870,10,85
871,10,86
872,10,87
873,10,88
874,10,89
875,10,90
876,10,91
877,10,92
878,10,93
879,10,94
880,10,95
881,10,96
882,10,97
883,10,98
884,10,99
885,10,100
886,10,101
887,10,102
888,10,103
889,10,104
890,10,105
891,10,106
892,10,107
893,10,108
894,10,109
895,10,110
896,10,111
897,11,16
898,11,17
899,11,18
900,11,19
901,11,20
902,11,21
903,11,22
904,11,23
905,11,24
906,11,25
907,11,26
908,11,27
909,11,28
910,11,29
911,11,30
912,11,31
913,11,32
914,11,33
915,11,34
916,11,35
917,11,36
918,11,37
919,11,38
920,11,39
921,11,40
922,11,41
923,11,42
924,11,43
925,11,44
926,11,45
927,11,46
928,11,47
929,11,48
930,11,49
931,11,50
932,11,51
933,11,52
934,11,53
935,11,54
936,11,55
937,11,56
938,11,57
939,11,58
940,11,59
941,11,60
942,11,61
943,11,62
944,11,63
945,11,64
946,11,65
947,11,66
948,11,67
949,11,68
950,11,69
951,11,70
952,11,71
953,11,72
954,11,73
955,11,74
956,11,75
957,11,76
958,11,77
959,11,78
960,11,79
961,11,80
962,11,81
963,11,82
964,11,83
965,11,84
966,11,85
967,11,86
968,11,87
969,11,88
970,11,89
971,11,90
972,11,91
973,11,92
974,11,93
975,11,94
976,11,95
977,11,96
978,11,97
979,11,98
980,11,99
981,11,100
982,11,101
983,11,102
984,11,103
985,11,104
986,11,105
987,11,106
988,11,107
989,11,108
990,11,109
991,11,110
992,11,111
993,11,112
994,12,15
995,12,16
996,12,17
997,12,18
998,12,19
999,12,20
1000,12,21
1001,12,22
1002,12,23
1003,12,24
1004,12,25
1005,12,26
1006,12,27
1007,12,28
1008,12,29
1009,12,30
1010,12,31
1011,12,32
1012,12,33
1013,12,34
1014,12,35
1015,12,36
1016,12,37
1017,12,38
1018,12,39
1019,12,40
1020,12,41
1021,12,42
1022,12,43
1023,12,44
1024,12,45
1025,12,46
1026,12,47
1027,12,48
1028,12,49
1029,12,50
1030,12,51
1031,12,52
1032,12,53
1033,12,54
1034,12,55
1035,12,56
1036,12,57
1037,12,58
1038,12,59
1039,12,60
1040,12,61
1041,12,62
1042,12,63
1043,12,64
1044,12,65
1045,12,66
1046,12,67
1047,12,68
1048,12,69
1049,12,70
1050,12,71
1051,12,72
1052,12,73
1053,12,74
1054,12,75
1055,12,76
1056,12,77
1057,12,78
1058,12,79
1059,12,80
1060,12,81
1061,12,82
1062,12,83
1063,12,84
1064,12,85
1065,12,86
1066,12,87
1067,12,88
1068,12,89
1069,12,90
1070,12,91
1071,12,92
1072,12,93
1073,12,94
1074,12,95
1075,12,96
1076,12,97
1077,12,98
1078,12,99
1079,12,100
1080,12,101
1081,12,102
1082,12,103
1083,12,104
1084,12,105
1085,12,106
1086,12,107
1087,12,108
1088,12,109
1089,12,110
1090,12,111
1091,12,112
1092,12,113
1093,13,14
1094,13,15
1095,13,16
1096,13,17
1097,13,18
1098,13,19
1099,13,20
1100,13,21
1101,13,22
1102,13,23
1103,13,24
1104,13,25
1105,13,26
1106,13,27
1107,13,28
1108,13,29
1109,13,30
1110,13,31
1111,13,32
1112,13,33
1113,13,34
1114,13,35
1115,13,36
1116,13,37
1117,13,38
1118,13,39
1119,13,40
1120,13,41
1121,13,42
1122,13,43
1123,13,44
1124,13,45
1125,13,46
1126,13,47
1127,13,48
1128,13,49
1129,13,50
1130,13,51
1131,13,52
1132,13,53
1133,13,54
1134,13,55
1135,13,56
1136,13,57
1137,13,58
1138,13,59
1139,13,60
1140,13,61
1141,13,62
1142,13,63
1143,13,64
1144,13,65
1145,13,66
1146,13,67
1147,13,68
1148,13,69
1149,13,70
1150,13,71
1151,13,72
1152,13,73
1153,13,74
1154,13,75
1155,13,76
1156,13,77
1157,13,78
1158,13,79
1159,13,80
1160,13,81
1161,13,82
1162,13,83
1163,13,84
1164,13,85
1165,13,86
1166,13,87
1167,13,88
1168,13,89
1169,13,90
1170,13,91
1171,13,92
1172,13,93
1173,13,94
1174,13,95
1175,13,96
1176,13,97
1177,13,98
1178,13,99
1179,13,100
1180,13,101
1181,13,102
1182,13,103
1183,13,104
1184,13,105
1185,13,106
1186,13,107
1187,13,108
1188,13,109
1189,13,110
1190,13,111
1191,13,112
1192,13,113
1193,13,114
1194,14,13
1195,14,14
1196,14,15
1197,14,16
1198,14,17
1199,14,18
1200,14,19
1201,14,20
1202,14,21
1203,14,22
1204,14,23
1205,14,24
1206,14,25
1207,14,26
1208,14,27
1209,14,28
1210,14,29
1211,14,30
1212,14,31
1213,14,32
1214,14,33
1215,14,34
1216,14,35
1217,14,36
1218,14,37
1219,14,38
1220,14,39
1221,14,40
1222,14,41
1223,14,42
1224,14,43
1225,14,44
1226,14,45
1227,14,46
1228,14,47
1229,14,48
1230,14,49
1231,14,50
1232,14,51
1233,14,52
1234,14,53
1235,14,54
1236,14,55
1237,14,56
1238,14,57
1239,14,58
1240,14,59
1241,14,60
1242,14,61
1243,14,62
1244,14,63
1245,14,64
1246,14,65
1247,14,66
1248,14,67
1249,14,68
1250,14,69
1251,14,70
1252,14,71
1253,14,72
1254,14,73
1255,14,74
1256,14,75
1257,14,76
1258,14,77
1259,14,78
1260,14,79
1261,14,80
1262,14,81
1263,14,82
1264,14,83
1265,14,84
1266,14,85
1267,14,86
1268,14,87
1269,14,88
1270,14,89
1271,14,90
1272,14,91
1273,14,92
1274,14,93
1275,14,94
1276,14,95
1277,14,96
1278,14,97
1279,14,98
1280,14,99
1281,14,100
1282,14,101
1283,14,102
1284,14,103
1285,14,104
1286,14,105
1287,14,106
1288,14,107
1289,14,108
1290,14,109
1291,14,110
1292,14,111
1293,14,112
1294,14,113
1295,14,114
1296,14,115
1297,15,12
1298,15,13
1299,15,14
1300,15,15
1301,15,16
1302,15,17
1303,15,18
1304,15,19
1305,15,20
1306,15,21
1307,15,22
1308,15,23
1309,15,24
1310,15,25
1311,15,26
1312,15,27
1313,15,28
1314,15,29
1315,15,30
1316,15,31
1317,15,32
1318,15,33
1319,15,34
1320,15,35
1321,15,36
1322,15,37
1323,15,38
1324,15,39
1325,15,40
1326,15,41
1327,15,42
1328,15,43
1329,15,44
1330,15,45
1331,15,46
1332,15,47
1333,15,48
1334,15,49
1335,15,50
1336,15,51
1337,15,52
1338,15,53
1339,15,54
1340,15,55
1341,15,56
1342,15,57
1343,15,58
1344,15,59
1345,15,60
1346,15,61
1347,15,62
1348,15,63
1349,15,64
1350,15,65
1351,15,66
1352,15,67
1353,15,68
1354,15,69
1355,15,70
1356,15,71
1357,15,72
1358,15,73
1359,15,74
1360,15,75
1361,15,76
1362,15,77
1363,15,78
1364,15,79
1365,15,80
1366,15,81
1367,15,82
1368,15,83
1369,15,84
1370,15,85
1371,15,86
1372,15,87
1373,15,88
1374,15,89
1375,15,90
1376,15,91
1377,15,92
1378,15,93
1379,15,94
1380,15,95
1381,15,96
1382,15,97
1383,15,98
1384,15,99
1385,15,100
1386,15,101
1387,15,102
1388,15,103
1389,15,104
1390,15,105
1391,15,106
1392,15,107
1393,15,108
1394,15,109
1395,15,110
1396,15,111
1397,15,112
1398,15,113
1399,15,114
1400,15,115
1401,15,116
1402,16,11
1403,16,12
1404,16,13
1405,16,14
1406,16,15
1407,16,16
1408,16,17
1409,16,18
1410,16,19
1411,16,20
1412,16,21
1413,16,22
1414,16,23
1415,16,24
1416,16,25
1417,16,26
1418,16,27
1419,16,28
1420,16,29
1421,16,30
1422,16,31
1423,16,32
1424,16,33
1425,16,34
1426,16,35
1427,16,36
1428,16,37
1429,16,38
1430,16,39
1431,16,40
1432,16,41
1433,16,42
1434,16,43
1435,16,44
1436,16,45
1437,16,46
1438,16,47
1439,16,48
1440,16,49
1441,16,50
1442,16,51
1443,16,52
1444,16,53
1445,16,54
1446,16,55
1447,16,56
1448,16,57
1449,16,58
1450,16,59
1451,16,60
1452,16,61
1453,16,62
1454,16,63
1455,16,64
1456,16,65
1457,16,66
1458,16,67
1459,16,68
1460,16,69
1461,16,70
1462,16,71
1463,16,72
1464,16,73
1465,16,74
1466,16,75
1467,16,76
1468,16,77
1469,16,78
1470,16,79
1471,16,80
1472,16,81
1473,16,82
1474,16,83
1475,16,84
1476,16,85
1477,16,86
1478,16,87
1479,16,88
1480,16,89
1481,16,90
1482,16,91
1483,16,92
1484,16,93
1485,16,94
1486,16,95
1487,16,96
1488,16,97
1489,16,98
1490,16,99
1491,16,100
1492,16,101
1493,16,102
1494,16,103
1495,16,104
1496,16,105
1497,16,106
1498,16,107
1499,16,108
1500,16,109
1501,16,110
1502,16,111
1503,16,112
1504,16,113
1505,16,114
1506,16,115
1507,16,116
1508,16,117
1509,17,10
1510,17,11
1511,17,12
1512,17,13
1513,17,14
1514,17,15
1515,17,16
1516,17,17
1517,17,18
1518,17,19
1519,17,20
1520,17,21
1521,17,22
1522,17,23
1523,17,24
1524,17,25
1525,17,26
1526,17,27
1527,17,28
1528,17,29
1529,17,30
1530,17,31
1531,17,32
1532,17,33
1533,17,34
1534,17,35
1535,17,36
1536,17,37
1537,17,38
1538,17,39
1539,17,40
1540,17,41
1541,17,42
1542,17,43
1543,17,44
1544,17,45
1545,17,46
1546,17,47
1547,17,48
1548,17,49
1549,17,50
1550,17,51
1551,17,52
1552,17,53
1553,17,54
1554,17,55
1555,17,56
1556,17,57
1557,17,58
1558,17,59
1559,17,60
1560,17,61
1561,17,62
1562,17,63
1563,17,64
1564,17,65
1565,17,66
1566,17,67
1567,17,68
1568,17,69
1569,17,70
1570,17,71
1571,17,72
1572,17,73
1573,17,74
1574,17,75
1575,17,76
1576,17,77
1577,17,78
1578,17,79
1579,17,80
1580,17,81
1581,17,82
1582,17,83
1583,17,84
1584,17,85
1585,17,86
1586,17,87
1587,17,88
1588,17,89
1589,17,90
1590,17,91
1591,17,92
1592,17,93
1593,17,94
1594,17,95
1595,17,96
1596,17,97
1597,17,98
1598,17,99
1599,17,100
1600,17,101
1601,17,102
1602,17,103
1603,17,104
1604,17,105
1605,17,106
1606,17,107
1607,17,108
1608,17,109
1609,17,110
1610,17,111
1611,17,112
1612,17,113
1613,17,114
1614,17,115
1615,17,116
1616,17,117
1617,17,118
1618,18,9
1619,18,10
1620,18,11
1621,18,12
1622,18,13
1623,18,14
1624,18,15
1625,18,16
1626,18,17
1627,18,18
1628,18,19
1629,18,20
1630,18,21
1631,18,22
1632,18,23
1633,18,24
1634,18,25
1635,18,26
1636,18,27
1637,18,28
1638,18,29
1639,18,30
1640,18,31
1641,18,32
1642,18,33
1643,18,34
1644,18,35
1645,18,36
1646,18,37
1647,18,38
1648,18,39
1649,18,40
1650,18,41
1651,18,42
1652,18,43
1653,18,44
1654,18,45
1655,18,46
1656,18,47
1657,18,48
1658,18,49
1659,18,50
1660,18,51
1661,18,52
1662,18,53
1663,18,54
1664,18,55
1665,18,56
1666,18,57
1667,18,58
1668,18,59
1669,18,60
1670,18,61
1671,18,62
1672,18,63
1673,18,64
1674,18,65
1675,18,66
1676,18,67
1677,18,68
1678,18,69
1679,18,70
1680,18,71
1681,18,72
1682,18,73
1683,18,74
1684,18,75
1685,18,76
1686,18,77
1687,18,78
1688,18,79
1689,18,80
1690,18,81
1691,18,82
1692,18,83
1693,18,84
1694,18,85
1695,18,86
1696,18,87
1697,18,88
1698,18,89
1699,18,90
1700,18,91
1701,18,92
1702,18,93
1703,18,94
1704,18,95
1705,18,96
1706,18,97
1707,18,98
1708,18,99
1709,18,100
1710,18,101
1711,18,102
1712,18,103
1713,18,104
1714,18,105
1715,18,106
1716,18,107
1717,18,108
1718,18,109
1719,18,110
1720,18,111
1721,18,112
1722,18,113
1723,18,114
1724,18,115
1725,18,116
1726,18,117
1727,18,118
1728,18,119
1729,19,8
1730,19,9
1731,19,10
1732,19,11
1733,19,12
1734,19,13
1735,19,14
1736,19,15
1737,19,16
1738,19,17
1739,19,18
1740,19,19
1741,19,20
1742,19,21
1743,19,22
1744,19,23
1745,19,24
1746,19,25
1747,19,26
1748,19,27
1749,19,28
1750,19,29
1751,19,30
1752,19,31
1753,19,32
1754,19,33
1755,19,34
1756,19,35
1757,19,36
1758,19,37
1759,19,38
1760,19,39
1761,19,40
1762,19,41
1763,19,42
1764,19,43
1765,19,44
1766,19,45
1767,19,46
1768,19,47
1769,19,48
1770,19,49
1771,19,50
1772,19,51
1773,19,52
1774,19,53
1775,19,54
1776,19,55
1777,19,56
1778,19,57
1779,19,58
1780,19,59
1781,19,60
1782,19,61
1783,19,62
1784,19,63
1785,19,64
1786,19,65
1787,19,66
1788,19,67
1789,19,68
1790,19,69
1791,19,70
1792,19,71
1793,19,72
1794,19,73
1795,19,74
1796,19,75
1797,19,76
1798,19,77
1799,19,78
1800,19,79
1801,19,80
1802,19,81
1803,19,82
1804,19,83
1805,19,84
1806,19,85
1807,19,86
1808,19,87
1809,19,88
1810,19,89
1811,19,90
1812,19,91
1813,19,92
1814,19,93
1815,19,94
1816,19,95
1817,19,96
1818,19,97
1819,19,98
1820,19,99
1821,19,100
1822,19,101
1823,19,102
1824,19,103
1825,19,104
1826,19,105
1827,19,106
1828,19,107
1829,19,108
1830,19,109
1831,19,110
1832,19,111
1833,19,112
1834,19,113
1835,19,114
1836,19,115
1837,19,116
1838,19,117
1839,19,118
1840,19,119
1841,19,120
1842,20,8
1843,20,9
1844,20,10
1845,20,11
1846,20,12
1847,20,13
1848,20,14
1849,20,15
1850,20,16
1851,20,17
1852,20,18
1853,20,19
1854,20,20
1855,20,21
1856,20,22
1857,20,23
1858,20,24
1859,20,25
1860,20,26
1861,20,27
1862,20,28
1863,20,29
1864,20,30
1865,20,31
1866,20,32
1867,20,33
1868,20,34
1869,20,35
1870,20,36
1871,20,37
1872,20,38
1873,20,39
1874,20,40
1875,20,41
1876,20,42
1877,20,43
1878,20,44
1879,20,45
1880,20,46
1881,20,47
1882,20,48
1883,20,49
1884,20,50
1885,20,51
1886,20,52
1887,20,53
1888,20,54
1889,20,55
1890,20,56
1891,20,57
1892,20,58
1893,20,59
1894,20,60
1895,20,61
1896,20,62
1897,20,63
1898,20,64
1899,20,65
1900,20,66
1901,20,67
1902,20,68
1903,20,69
1904,20,70
1905,20,71
1906,20,72
1907,20,73
1908,20,74
1909,20,75
1910,20,76
1911,20,77
1912,20,78
1913,20,79
1914,20,80
1915,20,81
1916,20,82
1917,20,83
1918,20,84
1919,20,85
1920,20,86
1921,20,87
1922,20,88
1923,20,89
1924,20,90
1925,20,91
1926,20,92
1927,20,93
1928,20,94
1929,20,95
1930,20,96
1931,20,97
1932,20,98
1933,20,99
1934,20,100
1935,20,101
1936,20,102
1937,20,103
1938,20,104
1939,20,105
1940,20,106
1941,20,107
1942,20,108
1943,20,109
1944,20,110
1945,20,111
1946,20,112
1947,20,113
1948,20,114
1949,20,115
1950,20,116
1951,20,117
1952,20,118
1953,20,119
1954,20,120
1955,21,7
1956,21,8
1957,21,9
1958,21,10
1959,21,11
1960,21,12
1961,21,13
1962,21,14
1963,21,15
1964,21,16
1965,21,17
1966,21,18
1967,21,19
1968,21,20
1969,21,21
1970,21,22
1971,21,23
1972,21,24
1973,21,25
1974,21,26
1975,21,27
1976,21,28
1977,21,29
1978,21,30
1979,21,31
1980,21,32
1981,21,33
1982,21,34
1983,21,35
1984,21,36
1985,21,37
1986,21,38
1987,21,39
1988,21,40
1989,21,41
1990,21,42
1991,21,43
1992,21,44
1993,21,45
1994,21,46
1995,21,47
1996,21,48
1997,21,49
1998,21,50
1999,21,51
2000,21,52
2001,21,53
2002,21,54
2003,21,55
2004,21,56
2005,21,57
2006,21,58
2007,21,59
2008,21,60
2009,21,61
2010,21,62
2011,21,63
2012,21,64
2013,21,65
2014,21,66
2015,21,67
2016,21,68
2017,21,69
2018,21,70
2019,21,71
2020,21,72
2021,21,73
2022,21,74
2023,21,75
2024,21,76
2025,21,77
2026,21,78
2027,21,79
2028,21,80
2029,21,81
2030,21,82
2031,21,83
2032,21,84
2033,21,85
2034,21,86
2035,21,87
2036,21,88
2037,21,89
2038,21,90
2039,21,91
2040,21,92
2041,21,93
2042,21,94
2043,21,95
2044,21,96
2045,21,97
2046,21,98
2047,21,99
2048,21,100
2049,21,101
2050,21,102
2051,21,103
2052,21,104
2053,21,105
2054,21,106
2055,21,107
2056,21,108
2057,21,109
2058,21,110
2059,21,111
2060,21,112
2061,21,113
2062,21,114
2063,21,115
2064,21,116
2065,21,117
2066,21,118
2067,21,119
2068,21,120
2069,21,121
2070,22,6
2071,22,7
2072,22,8
2073,22,9
2074,22,10
2075,22,11
2076,22,12
2077,22,13
2078,22,14
2079,22,15
2080,22,16
2081,22,17
2082,22,18
2083,22,19
2084,22,20
2085,22,21
2086,22,22
2087,22,23
2088,22,24
2089,22,25
2090,22,26
2091,22,27
2092,22,28
2093,22,29
2094,22,30
2095,22,31
2096,22,32
2097,22,33
2098,22,34
2099,22,35
2100,22,36
2101,22,37
2102,22,38
2103,22,39
2104,22,40
2105,22,41
2106,22,42
2107,22,43
2108,22,44
2109,22,45
2110,22,46
2111,22,47
2112,22,48
2113,22,49
2114,22,50
2115,22,51
2116,22,52
2117,22,53
2118,22,54
2119,22,55
2120,22,56
2121,22,57
2122,22,58
2123,22,59
2124,22,60
2125,22,61
2126,22,62
2127,22,63
2128,22,64
2129,22,65
2130,22,66
2131,22,67
2132,22,68
2133,22,69
2134,22,70
2135,22,71
2136,22,72
2137,22,73
2138,22,74
2139,22,75
2140,22,76
