,0,1
309,100,149
310,100,149
311,100,149
312,100,149
313,100,149
314,100,149
315,100,149
316,100,149
317,100,149
318,100,149
319,100,149
320,100,149
321,100,149
322,100,149
323,100,149
324,100,149
325,100,149
326,100,149
327,100,149
328,100,149
329,100,149
330,100,149
331,100,149
332,100,149
333,100,149
334,100,149
335,100,149
336,100,149
337,100,149
338,100,149
339,100,149
340,100,149
341,100,149
342,100,149
343,100,149
344,100,149
345,100,149
346,100,149
347,100,149
348,100,149
349,100,149
350,100,149
351,100,149
352,100,149
353,100,149
354,100,149
355,100,149
356,100,149
357,100,149
358,100,149
359,100,149
360,100,149
361,100,149
362,100,149
363,100,149
364,100,149
365,100,149
366,100,149
367,100,149
368,100,149
369,100,149
370,100,149
371,100,149
372,100,149
373,100,149
374,100,149
375,100,149
376,100,149
377,100,149
378,100,149
379,100,149
380,100,149
381,100,149
382,100,149
383,100,149
384,100,149
385,100,149
386,100,149
387,100,149
388,100,149
389,100,149
390,100,149
391,100,149
392,100,149
393,100,149
394,100,149
395,100,149
396,100,149
397,100,149
398,100,149
399,100,149
400,100,149
401,100,149
402,100,149
403,100,149
404,100,149
405,100,149
406,100,149
407,100,149
408,100,149
409,100,149
410,100,149
411,100,149
412,100,149
413,100,149
414,100,149
415,100,149
416,100,149
417,100,149
418,100,149
419,100,149
420,100,149
421,100,149
422,100,149
423,100,149
424,100,149
425,100,149
426,100,149
427,100,149
428,100,149
429,100,149
430,100,149
431,100,149
432,100,149
433,100,149
434,100,149
435,100,149
436,100,149
437,100,149
438,100,149
439,100,149
440,100,149
441,100,149
442,100,149
443,100,149
444,100,149
445,100,149
446,100,149
447,100,149
448,100,149
449,100,149
450,100,149
451,100,149
452,100,149
453,100,149
454,100,149
455,100,149
456,100,149
457,100,149
458,100,149
459,100,149
460,100,149
461,100,149
462,100,149
463,100,149
464,100,149
465,100,149
466,100,149
467,100,149
468,100,149
469,100,149
470,100,149
471,100,149
472,100,149
473,100,149
474,100,149
475,100,149
476,100,149
477,100,149
478,100,149
479,100,149
480,100,149
481,100,149
482,100,149
483,100,149
484,100,149
485,100,149
486,100,149
487,100,149
488,100,149
489,100,149
490,100,149
491,100,149
492,100,149
493,100,149
494,100,149
495,100,149
496,100,149
497,100,149
498,100,149
499,100,149
500,100,149
501,100,149
